,Primary_word,Node_A_word,link_category,Node_B_word,link_distance,link_degree,Primary_distance,Primary_degree,link_strength,link_count,primary_link
24,ADEPT,DEXTEROUS,SKILLFUL,PROFICIENT,2,0,1,0,3.5,1,N
25,ADEPT,DEXTEROUS,SKILLFUL,PROWESS,2,0,1,0,3.5,1,N
26,ADEPT,PROFICIENT,SKILLFUL,ADROIT,2,0,1,0,3.5,1,N
27,ADEPT,PROFICIENT,SKILLFUL,CONSUMMATE,2,0,1,0,3.5,1,N
28,ADEPT,PROFICIENT,SKILLFUL,DEFT,2,0,1,0,3.5,1,N
29,ADEPT,PROFICIENT,SKILLFUL,DEXTEROUS,2,0,1,0,3.5,1,N
30,ADEPT,PROFICIENT,SKILLFUL,PROWESS,2,0,1,0,3.5,1,N
31,ADEPT,PROWESS,SKILLFUL,ADROIT,2,0,1,0,3.5,1,N
32,ADEPT,PROWESS,SKILLFUL,CONSUMMATE,2,0,1,0,3.5,1,N
33,ADEPT,PROWESS,SKILLFUL,DEFT,2,0,1,0,3.5,1,N
34,ADEPT,PROWESS,SKILLFUL,DEXTEROUS,2,0,1,0,3.5,1,N
35,ADEPT,PROWESS,SKILLFUL,PROFICIENT,2,0,1,0,3.5,1,N
36,ADROIT,ADEPT,SKILLFUL,CONSUMMATE,2,0,1,0,3.5,1,N
37,ADROIT,ADEPT,SKILLFUL,DEFT,2,0,1,0,3.5,1,N
38,ADROIT,ADEPT,SKILLFUL,DEXTEROUS,2,0,1,0,3.5,1,N
39,ADROIT,ADEPT,SKILLFUL,PROFICIENT,2,0,1,0,3.5,1,N
40,ADROIT,ADEPT,SKILLFUL,PROWESS,2,0,1,0,3.5,1,N
41,ADROIT,ADROIT,SKILLFUL,ADEPT,1,0,1,0,3.5,1,Y
42,ADROIT,ADROIT,SKILLFUL,CONSUMMATE,1,0,1,0,3.5,1,Y
43,ADROIT,ADROIT,SKILLFUL,DEFT,1,0,1,0,3.5,1,Y
44,ADROIT,ADROIT,SKILLFUL,DEXTEROUS,1,0,1,0,3.5,1,Y
45,ADROIT,ADROIT,SKILLFUL,PROFICIENT,1,0,1,0,3.5,1,Y
46,ADROIT,ADROIT,SKILLFUL,PROWESS,1,0,1,0,3.5,1,Y
47,ADROIT,CONSUMMATE,SKILLFUL,ADEPT,2,0,1,0,3.5,1,N
48,ADROIT,CONSUMMATE,SKILLFUL,DEFT,2,0,1,0,3.5,1,N
49,ADROIT,CONSUMMATE,SKILLFUL,DEXTEROUS,2,0,1,0,3.5,1,N
50,ADROIT,CONSUMMATE,SKILLFUL,PROFICIENT,2,0,1,0,3.5,1,N
51,ADROIT,CONSUMMATE,SKILLFUL,PROWESS,2,0,1,0,3.5,1,N
52,ADROIT,DEFT,SKILLFUL,ADEPT,2,0,1,0,3.5,1,N
53,ADROIT,DEFT,SKILLFUL,CONSUMMATE,2,0,1,0,3.5,1,N
54,ADROIT,DEFT,SKILLFUL,DEXTEROUS,2,0,1,0,3.5,1,N
55,ADROIT,DEFT,SKILLFUL,PROFICIENT,2,0,1,0,3.5,1,N
56,ADROIT,DEFT,SKILLFUL,PROWESS,2,0,1,0,3.5,1,N
57,ADROIT,DEXTEROUS,SKILLFUL,ADEPT,2,0,1,0,3.5,1,N
58,ADROIT,DEXTEROUS,SKILLFUL,CONSUMMATE,2,0,1,0,3.5,1,N
59,ADROIT,DEXTEROUS,SKILLFUL,DEFT,2,0,1,0,3.5,1,N
60,ADROIT,DEXTEROUS,SKILLFUL,PROFICIENT,2,0,1,0,3.5,1,N
61,ADROIT,DEXTEROUS,SKILLFUL,PROWESS,2,0,1,0,3.5,1,N
62,ADROIT,PROFICIENT,SKILLFUL,ADEPT,2,0,1,0,3.5,1,N
63,ADROIT,PROFICIENT,SKILLFUL,CONSUMMATE,2,0,1,0,3.5,1,N
64,ADROIT,PROFICIENT,SKILLFUL,DEFT,2,0,1,0,3.5,1,N
65,ADROIT,PROFICIENT,SKILLFUL,DEXTEROUS,2,0,1,0,3.5,1,N
66,ADROIT,PROFICIENT,SKILLFUL,PROWESS,2,0,1,0,3.5,1,N
67,ADROIT,PROWESS,SKILLFUL,ADEPT,2,0,1,0,3.5,1,N
68,ADROIT,PROWESS,SKILLFUL,CONSUMMATE,2,0,1,0,3.5,1,N
69,ADROIT,PROWESS,SKILLFUL,DEFT,2,0,1,0,3.5,1,N
70,ADROIT,PROWESS,SKILLFUL,DEXTEROUS,2,0,1,0,3.5,1,N
71,ADROIT,PROWESS,SKILLFUL,PROFICIENT,2,0,1,0,3.5,1,N
72,AESTHETIC,AESTHETIC,ATTRACTIVE,COMELY,1,0,1,0,1.0,1,Y
73,AFFINITY,AFFINITY,INCLINATION,APTITUDE,1,0,1,0,4.5,1,Y
74,AFFINITY,AFFINITY,INCLINATION,BENT,1,0,1,0,4.5,1,Y
75,AFFINITY,AFFINITY,INCLINATION,DISPOSED,1,0,1,0,4.5,1,Y
76,AFFINITY,AFFINITY,INCLINATION,PENCHANT,1,0,1,0,4.5,1,Y
77,AFFINITY,AFFINITY,INCLINATION,PREDILECTION,1,0,1,0,4.5,1,Y
78,AFFINITY,AFFINITY,INCLINATION,PREDISPOSITION,1,0,1,0,4.5,1,Y
79,AFFINITY,AFFINITY,INCLINATION,PROCLIVITY,1,0,1,0,4.5,1,Y
80,AFFINITY,AFFINITY,INCLINATION,PROPENSITY,1,0,1,0,4.5,1,Y
81,AFFINITY,APTITUDE,INCLINATION,BENT,2,0,1,0,4.5,1,N
82,AFFINITY,APTITUDE,INCLINATION,DISPOSED,2,0,1,0,4.5,1,N
83,AFFINITY,APTITUDE,INCLINATION,PENCHANT,2,0,1,0,4.5,1,N
84,AFFINITY,APTITUDE,INCLINATION,PREDILECTION,2,0,1,0,4.5,1,N
85,AFFINITY,APTITUDE,INCLINATION,PREDISPOSITION,2,0,1,0,4.5,1,N
86,AFFINITY,APTITUDE,INCLINATION,PROCLIVITY,2,0,1,0,4.5,1,N
87,AFFINITY,APTITUDE,INCLINATION,PROPENSITY,2,0,1,0,4.5,1,N
88,AFFINITY,BENT,INCLINATION,APTITUDE,2,0,1,0,4.5,1,N
89,AFFINITY,BENT,INCLINATION,DISPOSED,2,0,1,0,4.5,1,N
90,AFFINITY,BENT,INCLINATION,PENCHANT,2,0,1,0,4.5,1,N
91,AFFINITY,BENT,INCLINATION,PREDILECTION,2,0,1,0,4.5,1,N
92,AFFINITY,BENT,INCLINATION,PREDISPOSITION,2,0,1,0,4.5,1,N
93,AFFINITY,BENT,INCLINATION,PROCLIVITY,2,0,1,0,4.5,1,N
94,AFFINITY,BENT,INCLINATION,PROPENSITY,2,0,1,0,4.5,1,N
95,AFFINITY,DISPOSED,INCLINATION,APTITUDE,2,0,1,0,4.5,1,N
96,AFFINITY,DISPOSED,INCLINATION,BENT,2,0,1,0,4.5,1,N
97,AFFINITY,DISPOSED,INCLINATION,PENCHANT,2,0,1,0,4.5,1,N
98,AFFINITY,DISPOSED,INCLINATION,PREDILECTION,2,0,1,0,4.5,1,N
99,AFFINITY,DISPOSED,INCLINATION,PREDISPOSITION,2,0,1,0,4.5,1,N
100,AFFINITY,DISPOSED,INCLINATION,PROCLIVITY,2,0,1,0,4.5,1,N
101,AFFINITY,DISPOSED,INCLINATION,PROPENSITY,2,0,1,0,4.5,1,N
102,AFFINITY,PENCHANT,INCLINATION,APTITUDE,2,0,1,0,4.5,1,N
103,AFFINITY,PENCHANT,INCLINATION,BENT,2,0,1,0,4.5,1,N
104,AFFINITY,PENCHANT,INCLINATION,DISPOSED,2,0,1,0,4.5,1,N
105,AFFINITY,PENCHANT,INCLINATION,PREDILECTION,2,0,1,0,4.5,1,N
106,AFFINITY,PENCHANT,INCLINATION,PREDISPOSITION,2,0,1,0,4.5,1,N
107,AFFINITY,PENCHANT,INCLINATION,PROCLIVITY,2,0,1,0,4.5,1,N
108,AFFINITY,PENCHANT,INCLINATION,PROPENSITY,2,0,1,0,4.5,1,N
109,AFFINITY,PREDILECTION,INCLINATION,APTITUDE,2,0,1,0,4.5,1,N
110,AFFINITY,PREDILECTION,INCLINATION,BENT,2,0,1,0,4.5,1,N
111,AFFINITY,PREDILECTION,INCLINATION,DISPOSED,2,0,1,0,4.5,1,N
112,AFFINITY,PREDILECTION,INCLINATION,PENCHANT,2,0,1,0,4.5,1,N
113,AFFINITY,PREDILECTION,INCLINATION,PREDISPOSITION,2,0,1,0,4.5,1,N
114,AFFINITY,PREDILECTION,INCLINATION,PROCLIVITY,2,0,1,0,4.5,1,N
115,AFFINITY,PREDILECTION,INCLINATION,PROPENSITY,2,0,1,0,4.5,1,N
116,AFFINITY,PREDISPOSITION,INCLINATION,APTITUDE,2,0,1,0,4.5,1,N
117,AFFINITY,PREDISPOSITION,INCLINATION,BENT,2,0,1,0,4.5,1,N
118,AFFINITY,PREDISPOSITION,INCLINATION,DISPOSED,2,0,1,0,4.5,1,N
119,AFFINITY,PREDISPOSITION,INCLINATION,PENCHANT,2,0,1,0,4.5,1,N
120,AFFINITY,PREDISPOSITION,INCLINATION,PREDILECTION,2,0,1,0,4.5,1,N
121,AFFINITY,PREDISPOSITION,INCLINATION,PROCLIVITY,2,0,1,0,4.5,1,N
122,AFFINITY,PREDISPOSITION,INCLINATION,PROPENSITY,2,0,1,0,4.5,1,N
123,AFFINITY,PROCLIVITY,INCLINATION,APTITUDE,2,0,1,0,4.5,1,N
124,AFFINITY,PROCLIVITY,INCLINATION,BENT,2,0,1,0,4.5,1,N
125,AFFINITY,PROCLIVITY,INCLINATION,DISPOSED,2,0,1,0,4.5,1,N
126,AFFINITY,PROCLIVITY,INCLINATION,PENCHANT,2,0,1,0,4.5,1,N
127,AFFINITY,PROCLIVITY,INCLINATION,PREDILECTION,2,0,1,0,4.5,1,N
128,AFFINITY,PROCLIVITY,INCLINATION,PREDISPOSITION,2,0,1,0,4.5,1,N
129,AFFINITY,PROCLIVITY,INCLINATION,PROPENSITY,2,0,1,0,4.5,1,N
130,AFFINITY,PROPENSITY,INCLINATION,APTITUDE,2,0,1,0,4.5,1,N
131,AFFINITY,PROPENSITY,INCLINATION,BENT,2,0,1,0,4.5,1,N
132,AFFINITY,PROPENSITY,INCLINATION,DISPOSED,2,0,1,0,4.5,1,N
133,AFFINITY,PROPENSITY,INCLINATION,PENCHANT,2,0,1,0,4.5,1,N
134,AFFINITY,PROPENSITY,INCLINATION,PREDILECTION,2,0,1,0,4.5,1,N
135,AFFINITY,PROPENSITY,INCLINATION,PREDISPOSITION,2,0,1,0,4.5,1,N
136,AFFINITY,PROPENSITY,INCLINATION,PROCLIVITY,2,0,1,0,4.5,1,N
137,AGHAST,AGHAST,HORRIFYING/SHOCKING,APPALLING,1,0,1,0,7.5,1,Y
138,AGHAST,AGHAST,HORRIFYING/SHOCKING,EGREGIOUS,1,0,1,0,7.5,1,Y
139,AGHAST,AGHAST,HORRIFYING/SHOCKING,GHASTLY,1,0,1,0,7.5,1,Y
140,AGHAST,AGHAST,HORRIFYING/SHOCKING,GRISLY,1,0,1,0,7.5,1,Y
141,AGHAST,AGHAST,HORRIFYING/SHOCKING,GROSS,1,0,1,0,7.5,1,Y
142,AGHAST,AGHAST,HORRIFYING/SHOCKING,GROTESQUE,1,0,1,0,7.5,1,Y
143,AGHAST,AGHAST,HORRIFYING/SHOCKING,GRUESOME,1,0,1,0,7.5,1,Y
144,AGHAST,AGHAST,HORRIFYING/SHOCKING,HEINOUS,1,0,1,0,7.5,1,Y
145,AGHAST,AGHAST,HORRIFYING/SHOCKING,HIDEOUS,1,0,1,0,7.5,1,Y
146,AGHAST,AGHAST,HORRIFYING/SHOCKING,HORRENDOUS,1,0,1,0,7.5,1,Y
147,AGHAST,AGHAST,HORRIFYING/SHOCKING,MONSTROUS,1,0,1,0,7.5,1,Y
148,AGHAST,AGHAST,HORRIFYING/SHOCKING,MORBID,1,0,1,0,7.5,1,Y
149,AGHAST,AGHAST,HORRIFYING/SHOCKING,UNSIGHTLY,1,0,1,0,7.5,1,Y
150,AGHAST,AGHAST,HORRIFYING/SHOCKING,VILE,1,0,1,0,7.5,1,Y
151,AGHAST,APPALLING,HORRIFYING/SHOCKING,EGREGIOUS,2,0,1,0,7.5,1,N
152,AGHAST,APPALLING,HORRIFYING/SHOCKING,GHASTLY,2,0,1,0,7.5,1,N
153,AGHAST,APPALLING,HORRIFYING/SHOCKING,GRISLY,2,0,1,0,7.5,1,N
154,AGHAST,APPALLING,HORRIFYING/SHOCKING,GROSS,2,0,1,0,7.5,1,N
155,AGHAST,APPALLING,HORRIFYING/SHOCKING,GROTESQUE,2,0,1,0,7.5,1,N
156,AGHAST,APPALLING,HORRIFYING/SHOCKING,GRUESOME,2,0,1,0,7.5,1,N
157,AGHAST,APPALLING,HORRIFYING/SHOCKING,HEINOUS,2,0,1,0,7.5,1,N
158,AGHAST,APPALLING,HORRIFYING/SHOCKING,HIDEOUS,2,0,1,0,7.5,1,N
159,AGHAST,APPALLING,HORRIFYING/SHOCKING,HORRENDOUS,2,0,1,0,7.5,1,N
160,AGHAST,APPALLING,HORRIFYING/SHOCKING,MONSTROUS,2,0,1,0,7.5,1,N
161,AGHAST,APPALLING,HORRIFYING/SHOCKING,MORBID,2,0,1,0,7.5,1,N
162,AGHAST,APPALLING,HORRIFYING/SHOCKING,UNSIGHTLY,2,0,1,0,7.5,1,N
163,AGHAST,APPALLING,HORRIFYING/SHOCKING,VILE,2,0,1,0,7.5,1,N
164,AGHAST,EGREGIOUS,HORRIFYING/SHOCKING,APPALLING,2,0,1,0,7.5,1,N
165,AGHAST,EGREGIOUS,HORRIFYING/SHOCKING,GHASTLY,2,0,1,0,7.5,1,N
166,AGHAST,EGREGIOUS,HORRIFYING/SHOCKING,GRISLY,2,0,1,0,7.5,1,N
167,AGHAST,EGREGIOUS,HORRIFYING/SHOCKING,GROSS,2,0,1,0,7.5,1,N
168,AGHAST,EGREGIOUS,HORRIFYING/SHOCKING,GROTESQUE,2,0,1,0,7.5,1,N
169,AGHAST,EGREGIOUS,HORRIFYING/SHOCKING,GRUESOME,2,0,1,0,7.5,1,N
170,AGHAST,EGREGIOUS,HORRIFYING/SHOCKING,HEINOUS,2,0,1,0,7.5,1,N
171,AGHAST,EGREGIOUS,HORRIFYING/SHOCKING,HIDEOUS,2,0,1,0,7.5,1,N
172,AGHAST,EGREGIOUS,HORRIFYING/SHOCKING,HORRENDOUS,2,0,1,0,7.5,1,N
173,AGHAST,EGREGIOUS,HORRIFYING/SHOCKING,MONSTROUS,2,0,1,0,7.5,1,N
174,AGHAST,EGREGIOUS,HORRIFYING/SHOCKING,MORBID,2,0,1,0,7.5,1,N
175,AGHAST,EGREGIOUS,HORRIFYING/SHOCKING,UNSIGHTLY,2,0,1,0,7.5,1,N
176,AGHAST,EGREGIOUS,HORRIFYING/SHOCKING,VILE,2,0,1,0,7.5,1,N
177,AGHAST,GHASTLY,HORRIFYING/SHOCKING,APPALLING,2,0,1,0,7.5,1,N
178,AGHAST,GHASTLY,HORRIFYING/SHOCKING,EGREGIOUS,2,0,1,0,7.5,1,N
179,AGHAST,GHASTLY,HORRIFYING/SHOCKING,GRISLY,2,0,1,0,7.5,1,N
180,AGHAST,GHASTLY,HORRIFYING/SHOCKING,GROSS,2,0,1,0,7.5,1,N
181,AGHAST,GHASTLY,HORRIFYING/SHOCKING,GROTESQUE,2,0,1,0,7.5,1,N
182,AGHAST,GHASTLY,HORRIFYING/SHOCKING,GRUESOME,2,0,1,0,7.5,1,N
183,AGHAST,GHASTLY,HORRIFYING/SHOCKING,HEINOUS,2,0,1,0,7.5,1,N
184,AGHAST,GHASTLY,HORRIFYING/SHOCKING,HIDEOUS,2,0,1,0,7.5,1,N
185,AGHAST,GHASTLY,HORRIFYING/SHOCKING,HORRENDOUS,2,0,1,0,7.5,1,N
186,AGHAST,GHASTLY,HORRIFYING/SHOCKING,MONSTROUS,2,0,1,0,7.5,1,N
187,AGHAST,GHASTLY,HORRIFYING/SHOCKING,MORBID,2,0,1,0,7.5,1,N
188,AGHAST,GHASTLY,HORRIFYING/SHOCKING,UNSIGHTLY,2,0,1,0,7.5,1,N
189,AGHAST,GHASTLY,HORRIFYING/SHOCKING,VILE,2,0,1,0,7.5,1,N
190,AGHAST,GRISLY,HORRIFYING/SHOCKING,APPALLING,2,0,1,0,7.5,1,N
191,AGHAST,GRISLY,HORRIFYING/SHOCKING,EGREGIOUS,2,0,1,0,7.5,1,N
192,AGHAST,GRISLY,HORRIFYING/SHOCKING,GHASTLY,2,0,1,0,7.5,1,N
193,AGHAST,GRISLY,HORRIFYING/SHOCKING,GROSS,2,0,1,0,7.5,1,N
194,AGHAST,GRISLY,HORRIFYING/SHOCKING,GROTESQUE,2,0,1,0,7.5,1,N
195,AGHAST,GRISLY,HORRIFYING/SHOCKING,GRUESOME,2,0,1,0,7.5,1,N
196,AGHAST,GRISLY,HORRIFYING/SHOCKING,HEINOUS,2,0,1,0,7.5,1,N
197,AGHAST,GRISLY,HORRIFYING/SHOCKING,HIDEOUS,2,0,1,0,7.5,1,N
198,AGHAST,GRISLY,HORRIFYING/SHOCKING,HORRENDOUS,2,0,1,0,7.5,1,N
199,AGHAST,GRISLY,HORRIFYING/SHOCKING,MONSTROUS,2,0,1,0,7.5,1,N
200,AGHAST,GRISLY,HORRIFYING/SHOCKING,MORBID,2,0,1,0,7.5,1,N
201,AGHAST,GRISLY,HORRIFYING/SHOCKING,UNSIGHTLY,2,0,1,0,7.5,1,N
202,AGHAST,GRISLY,HORRIFYING/SHOCKING,VILE,2,0,1,0,7.5,1,N
203,AGHAST,GROSS,HORRIFYING/SHOCKING,APPALLING,2,0,1,0,7.5,1,N
204,AGHAST,GROSS,HORRIFYING/SHOCKING,EGREGIOUS,2,0,1,0,7.5,1,N
205,AGHAST,GROSS,HORRIFYING/SHOCKING,GHASTLY,2,0,1,0,7.5,1,N
206,AGHAST,GROSS,HORRIFYING/SHOCKING,GRISLY,2,0,1,0,7.5,1,N
207,AGHAST,GROSS,HORRIFYING/SHOCKING,GROTESQUE,2,0,1,0,7.5,1,N
208,AGHAST,GROSS,HORRIFYING/SHOCKING,GRUESOME,2,0,1,0,7.5,1,N
209,AGHAST,GROSS,HORRIFYING/SHOCKING,HEINOUS,2,0,1,0,7.5,1,N
210,AGHAST,GROSS,HORRIFYING/SHOCKING,HIDEOUS,2,0,1,0,7.5,1,N
211,AGHAST,GROSS,HORRIFYING/SHOCKING,HORRENDOUS,2,0,1,0,7.5,1,N
212,AGHAST,GROSS,HORRIFYING/SHOCKING,MONSTROUS,2,0,1,0,7.5,1,N
213,AGHAST,GROSS,HORRIFYING/SHOCKING,MORBID,2,0,1,0,7.5,1,N
214,AGHAST,GROSS,HORRIFYING/SHOCKING,UNSIGHTLY,2,0,1,0,7.5,1,N
215,AGHAST,GROSS,HORRIFYING/SHOCKING,VILE,2,0,1,0,7.5,1,N
216,AGHAST,GROTESQUE,HORRIFYING/SHOCKING,APPALLING,2,0,1,0,7.5,1,N
217,AGHAST,GROTESQUE,HORRIFYING/SHOCKING,EGREGIOUS,2,0,1,0,7.5,1,N
218,AGHAST,GROTESQUE,HORRIFYING/SHOCKING,GHASTLY,2,0,1,0,7.5,1,N
219,AGHAST,GROTESQUE,HORRIFYING/SHOCKING,GRISLY,2,0,1,0,7.5,1,N
220,AGHAST,GROTESQUE,HORRIFYING/SHOCKING,GROSS,2,0,1,0,7.5,1,N
221,AGHAST,GROTESQUE,HORRIFYING/SHOCKING,GRUESOME,2,0,1,0,7.5,1,N
222,AGHAST,GROTESQUE,HORRIFYING/SHOCKING,HEINOUS,2,0,1,0,7.5,1,N
223,AGHAST,GROTESQUE,HORRIFYING/SHOCKING,HIDEOUS,2,0,1,0,7.5,1,N
224,AGHAST,GROTESQUE,HORRIFYING/SHOCKING,HORRENDOUS,2,0,1,0,7.5,1,N
225,AGHAST,GROTESQUE,HORRIFYING/SHOCKING,MONSTROUS,2,0,1,0,7.5,1,N
226,AGHAST,GROTESQUE,HORRIFYING/SHOCKING,MORBID,2,0,1,0,7.5,1,N
227,AGHAST,GROTESQUE,HORRIFYING/SHOCKING,UNSIGHTLY,2,0,1,0,7.5,1,N
228,AGHAST,GROTESQUE,HORRIFYING/SHOCKING,VILE,2,0,1,0,7.5,1,N
229,AGHAST,GRUESOME,HORRIFYING/SHOCKING,APPALLING,2,0,1,0,7.5,1,N
230,AGHAST,GRUESOME,HORRIFYING/SHOCKING,EGREGIOUS,2,0,1,0,7.5,1,N
231,AGHAST,GRUESOME,HORRIFYING/SHOCKING,GHASTLY,2,0,1,0,7.5,1,N
232,AGHAST,GRUESOME,HORRIFYING/SHOCKING,GRISLY,2,0,1,0,7.5,1,N
233,AGHAST,GRUESOME,HORRIFYING/SHOCKING,GROSS,2,0,1,0,7.5,1,N
234,AGHAST,GRUESOME,HORRIFYING/SHOCKING,GROTESQUE,2,0,1,0,7.5,1,N
235,AGHAST,GRUESOME,HORRIFYING/SHOCKING,HEINOUS,2,0,1,0,7.5,1,N
236,AGHAST,GRUESOME,HORRIFYING/SHOCKING,HIDEOUS,2,0,1,0,7.5,1,N
237,AGHAST,GRUESOME,HORRIFYING/SHOCKING,HORRENDOUS,2,0,1,0,7.5,1,N
238,AGHAST,GRUESOME,HORRIFYING/SHOCKING,MONSTROUS,2,0,1,0,7.5,1,N
239,AGHAST,GRUESOME,HORRIFYING/SHOCKING,MORBID,2,0,1,0,7.5,1,N
240,AGHAST,GRUESOME,HORRIFYING/SHOCKING,UNSIGHTLY,2,0,1,0,7.5,1,N
241,AGHAST,GRUESOME,HORRIFYING/SHOCKING,VILE,2,0,1,0,7.5,1,N
242,AGHAST,HEINOUS,HORRIFYING/SHOCKING,APPALLING,2,0,1,0,7.5,1,N
243,AGHAST,HEINOUS,HORRIFYING/SHOCKING,EGREGIOUS,2,0,1,0,7.5,1,N
244,AGHAST,HEINOUS,HORRIFYING/SHOCKING,GHASTLY,2,0,1,0,7.5,1,N
245,AGHAST,HEINOUS,HORRIFYING/SHOCKING,GRISLY,2,0,1,0,7.5,1,N
246,AGHAST,HEINOUS,HORRIFYING/SHOCKING,GROSS,2,0,1,0,7.5,1,N
247,AGHAST,HEINOUS,HORRIFYING/SHOCKING,GROTESQUE,2,0,1,0,7.5,1,N
248,AGHAST,HEINOUS,HORRIFYING/SHOCKING,GRUESOME,2,0,1,0,7.5,1,N
249,AGHAST,HEINOUS,HORRIFYING/SHOCKING,HIDEOUS,2,0,1,0,7.5,1,N
250,AGHAST,HEINOUS,HORRIFYING/SHOCKING,HORRENDOUS,2,0,1,0,7.5,1,N
251,AGHAST,HEINOUS,HORRIFYING/SHOCKING,MONSTROUS,2,0,1,0,7.5,1,N
252,AGHAST,HEINOUS,HORRIFYING/SHOCKING,MORBID,2,0,1,0,7.5,1,N
253,AGHAST,HEINOUS,HORRIFYING/SHOCKING,UNSIGHTLY,2,0,1,0,7.5,1,N
254,AGHAST,HEINOUS,HORRIFYING/SHOCKING,VILE,2,0,1,0,7.5,1,N
255,AGHAST,HIDEOUS,HORRIFYING/SHOCKING,APPALLING,2,0,1,0,7.5,1,N
256,AGHAST,HIDEOUS,HORRIFYING/SHOCKING,EGREGIOUS,2,0,1,0,7.5,1,N
257,AGHAST,HIDEOUS,HORRIFYING/SHOCKING,GHASTLY,2,0,1,0,7.5,1,N
258,AGHAST,HIDEOUS,HORRIFYING/SHOCKING,GRISLY,2,0,1,0,7.5,1,N
259,AGHAST,HIDEOUS,HORRIFYING/SHOCKING,GROSS,2,0,1,0,7.5,1,N
260,AGHAST,HIDEOUS,HORRIFYING/SHOCKING,GROTESQUE,2,0,1,0,7.5,1,N
261,AGHAST,HIDEOUS,HORRIFYING/SHOCKING,GRUESOME,2,0,1,0,7.5,1,N
262,AGHAST,HIDEOUS,HORRIFYING/SHOCKING,HEINOUS,2,0,1,0,7.5,1,N
263,AGHAST,HIDEOUS,HORRIFYING/SHOCKING,HORRENDOUS,2,0,1,0,7.5,1,N
264,AGHAST,HIDEOUS,HORRIFYING/SHOCKING,MONSTROUS,2,0,1,0,7.5,1,N
265,AGHAST,HIDEOUS,HORRIFYING/SHOCKING,MORBID,2,0,1,0,7.5,1,N
266,AGHAST,HIDEOUS,HORRIFYING/SHOCKING,UNSIGHTLY,2,0,1,0,7.5,1,N
267,AGHAST,HIDEOUS,HORRIFYING/SHOCKING,VILE,2,0,1,0,7.5,1,N
268,AGHAST,HORRENDOUS,HORRIFYING/SHOCKING,APPALLING,2,0,1,0,7.5,1,N
269,AGHAST,HORRENDOUS,HORRIFYING/SHOCKING,EGREGIOUS,2,0,1,0,7.5,1,N
270,AGHAST,HORRENDOUS,HORRIFYING/SHOCKING,GHASTLY,2,0,1,0,7.5,1,N
271,AGHAST,HORRENDOUS,HORRIFYING/SHOCKING,GRISLY,2,0,1,0,7.5,1,N
272,AGHAST,HORRENDOUS,HORRIFYING/SHOCKING,GROSS,2,0,1,0,7.5,1,N
273,AGHAST,HORRENDOUS,HORRIFYING/SHOCKING,GROTESQUE,2,0,1,0,7.5,1,N
274,AGHAST,HORRENDOUS,HORRIFYING/SHOCKING,GRUESOME,2,0,1,0,7.5,1,N
275,AGHAST,HORRENDOUS,HORRIFYING/SHOCKING,HEINOUS,2,0,1,0,7.5,1,N
276,AGHAST,HORRENDOUS,HORRIFYING/SHOCKING,HIDEOUS,2,0,1,0,7.5,1,N
